precio,ubicacion,titulo,caracteristicas,area,dormitorios,banos,fecha_publicacion,url,website,search_term,scrape_timestamp,Ciudad,Tipo,Inmueble,Pagina,Fecha_Publicacion
"S/ 12,078 · USD 3,300 S/ 1,300 Mantenimiento","Los Eucaliptos al 300 Golf, San Isidro","Golf, San Isidro",20,207 m² tot.,,,Publicado hace 5 días,"Disponible A partir del 15 de enero de 2026flat de lujo frente A parque – amoblado, moderno Y listo para vivir Arquitectura David Mutal | Frente al Parque Alfonso Ugarte | A 2 cuadras del Lima Golf ClubDescubre un departamento exclusivo, con acabados premium, diseño sofisticado y una ubicación privilegiada en una de las zonas más elegantes de San Isidro. Un espacio pensado para quienes buscan confort, estilo y funcionalidad. Características del departamentoAntigüedad 2022 – Full amoblado y equipado (todo de alta gama) Pisos de madera Shihuahuaco machihembrada en sala, pasillos y dormitoriosGriferías y sanitarios KohlerTableros de mármol KallistonTres dormitoriosPrincipal con aire acondicionado, cama King, baño incorporado y walk-in closet, además de salida a terrazaDos dormitorios secundarios con cama de plaza y media, ambos comparten un bañoAmplia sala y comedor con salida a terrazaBaño de visitasCocina de lujo con tablero de cuarzo, muebles efecto madera, pisos de porcelanato y línea blanca premium: Campana, horno y encimera a gas BoschRefrigeradora Samsung de 2 puertasComedor de diarioLavandería equipada con lavadora y secadora FrigidaireCuarto y baño de servicio2 estacionamientos en sótano 2 (N°39 y 40) Edificio exclusivoDiseñado por el reconocido arquitecto David Mutal, con un concepto moderno y materiales naturales: 12 pisos, 43 departamentos4 penthouses y 3 gardenhomesFachada en ladrillo caravista artesanalLobby elegante de doble altura3 ascensores principales (acceso con tarjeta) + ascensor de servicioSalón de usos múltiples con kitchenette y bañoJardín posterior de 235 m² con bio-huerto y riego tecnificadoSala de estar elevada y semi-privadaZona para Bicicletas de uso comúnZona especial de reciclajeSistema de gas natural centralizado con medidores independientesIluminación en áreas comunes con sensores y circuitos de ahorro energéticoUbicación privilegiada Frente al Parque Alfonso Ugarte, a 2 cuadras del Lima Golf ClubZona residencial elegante, silenciosa y de alta demandaRodeado de áreas verdes, cafés, restaurantes, bancos y servicios premiumIdeal para ejecutivos, familias o inversión inmobiliaria de alto nivel. Listo para mudarse. Impecable. Moderno. Exclusivo. nota: el precio publicado en soles es referencial al tipo de cambio del dia. Somos Danielle Herbozo y Gisela Woyke. Tenemos amplia experiencia como agentes inmobiliarias en Lima, con todo tipo de inmuebles. Nos caracteriza nuestra total seriedad, profesionalismo y éxito en más de 30 años de experiencia. Siempre velando por el interés y seguridad en la transacción inmobiliaria de nuestro cliente. Nuestro contacto: Danielle +5. 1. 9. 9. 8. 3. 0. 7. 4. 8. 1. Y Gisela +5. 1. 9. 9. 8. 1. 4. 6. 7. 9. 8.",urbania,Lima_alquiler_departamento_p3,2025-11-22 23:31:20.228289,Lima,alquiler,departamento,3,Publicado hace 5 días
"S/ 2,300 · USD 680 S/ 230 Mantenimiento","Av Brasil 863 Jesús María, Lima","Jesús María, Lima",49,71 m² tot.,,,Publicado hace 3 días,"Amplio depa con balcón, cochera y full áreas comunes en Av. Brasil 863 – Jesús María¿Buscas vivir con comodidad, seguridad y acceso rápido a todo Lima? Este moderno y bien distribuido departamento de 71 m² ubicado en el piso 12 del edificio “Brasil 863” es ideal para ti y tu familia. Distribución perfecta: • 3 dormitorios con clósets de piso a techo (principal con baño privado con tina y balcón con vista externa) • 2 baños completos (uno en dormitorio principal, otro compartido) • Cocina abierta con excelente ventilación e integración a la sala-comedor• Área de lavandería cerrada independiente (Incluye therma eléctrica) • Segundo balcón con vista exterior desde la sala• 1 cochera techada incluidaedificio moderno con todas las comodidades: • Piscina• Zona de parrillas• Gimnasio equipado• Sala de juegos (billar y ping pong) • Sala de coworking• Guardería• Sala sum para eventos o cumpleaños• Recepción amoblada para visitas• Vigilancia 24/7 y videovigilancia permanente• 2 ascensores y acceso controladoEdificio de 20 pisos, 7 departamentos por pisoPrecio de alquiler: S/ 2, 300 con cochera incluida (Contrato notarial con legalización de firma mínimo 1 año) Luz independiente con medidor propio (Según consumo) Condiciones: 2 meses de garantía + 1 mes de adelanto (2x1) Mantenimiento mensual aprox.: S/ 230 (incluye agua según consumo) Requisitos: Sustento laboral y evaluación crediticia (Infocorp) Ubicación estratégica: En plena Av. Brasil, cerca de supermercados, clínicas, universidades, colegios, bancos, ciclovías, centros comerciales y transporte público. Frente a Rambla Brasil, Plaza Vea, Promart, mercados. A 1 cdra del Hospital del Niño. A media cdra Reniec, cerca al Campo de Marte. Agenda tu visita hoyEsta es una gran oportunidad para quienes buscan vivir en un edificio moderno, bien ubicado y con excelentes áreas comunes. ¡Contáctanos ahora y coordina una visita sin compromiso! El departamento está disponible de inmediato. Sandra Vásquez - Ver datos (Deja un mensaje de Whatsapp)",urbania,Lima_alquiler_departamento_p3,2025-11-22 23:31:20.228289,Lima,alquiler,departamento,3,Publicado hace 3 días
"S/ 2,300 · USD 670 S/ 290 Mantenimiento","AV SOLIDARIDAD 103 Santa Catalina, La Victoria","Santa Catalina, La Victoria",20,94 m² tot.,,,Publicado hoy,"¡amplio Y lindo dpto de 2 habitaciones en el piso 19, vista interna, super luminosa Y ventilada, no impacto de ruido de av. El dpto tiene la medida de 79. 41M2 + 1 estacionamiento en sótano de 14. 20M2, ideal para familia pequeña O persona sola que trabaje Y guste de vivir en un sitio céntrico Y gozar de tranquilidad Y confort, inmueble con excelente ubicación, A límite de san isidro Y san borja, ubicado en av. Solidaridad, frente al nuevo strip center plaza santa catalina, A una cuadra de la av. Javier prado, cerca al colegio san agustín, clínicas, bancos, entre otros! ¡este lindo, amplio Y luminoso dpto con excelentes acabados, cuenta con una estratégica Y céntrica ubicación! Descripción: - ¡sala amplia, luminosa Y ventilada, piso laminado, cuenta con balcón Y espléndida vista A la av. Carlos villarán, linda vista A ciudad! - área de comedor ideal para compartir lindos momentos en familia. - ¡cocina con mesa divisoria en granito natural, con muebles altos Y bajos, amplia Y bien distribuida! - habitación principal muy luminosa Y ventilada, con amplio wc Y baño completo dentro de la habitación. - habitación secundaria ventilada Y luminosa con closet completo, piso laminado, comparte baño completo de visita. - área de lavandería, amplia Y bien distribuida, con terma eléctrica. - ¡estacionamiento amplio en el segundo sótano! Tener en cuenta el metraje(14. 20M2). Modalidad: - 2X1(1 mes de adelanto + 2 meses de garantía). - contrato anual. - no mascotas. - estar bien en infocorp. - ingresos demostrables Y sustentables. - ¡vigilancia Y portería 24X7, hall de ingreso, este lindo dpto cuenta con 7 años de antigÜedad, cuenta con finos Y elegantes acabados! ¡vive lindo Y cómodo en este dpto que espera por ti! ¿esta linda verdad? Agendemos visita escribiendo al whatsapp 9. 2. 2. 5. 0. 2. 6. 4. 3",urbania,Lima_alquiler_departamento_p3,2025-11-22 23:31:20.228289,Lima,alquiler,departamento,3,Publicado hoy
"S/ 10,000 · USD 670,000 S/ 600 Mantenimiento","Malecón de la Marina - Miraflores Malecon Marina, Miraflores","Malecon Marina, Miraflores",17,134 m² tot.,,,Publicado hace 2 días,"Presentamos un exclusivo departamento frente al mar en el Malecón de la Marina – Miraflores. Ubicado en 5to piso, frente al Complejo Deportivo Chino Vásquez, con vista directa al mar y al parque, este departamento ofrece una experiencia única de confort, ubicación y estilo. Se entrega totalmente amoblado y equipado… ¡solo trae tus maletas! Área Total: 134 m² Precio Venta: $Ver datos. Precio Alquiler: $ 2900. Piso: 5° | Vista panorámica al mar y parque. 02 cocheras lineales + depósito. distribución. * Sala–comedor con chimenea y terraza con vista al mar. * 03 dormitorios: - Principal con cama King, baño privado y vista en ""L"" al mar y parque. - 02 dormitorios secundarios con vista a la calle y baño compartido. * Cocina moderna totalmente equipada + lavandería con lavadora y secadora. * Baño de visitas. * Depósito incluido. * Estacionamiento para 02 autos (cocheras lineales) áreas comunes del edificio. Piscina. Zona de parrillas. Área de yoga. Lobby elegante tipo hotel. Vivir frente al mar no es un sueño. Es tu próximo hogar. Contáctanos al Ver datos o al Ver datos y agenda tu visita hoy mismo.",urbania,Lima_alquiler_departamento_p3,2025-11-22 23:31:20.228289,Lima,alquiler,departamento,3,Publicado hace 2 días
"S/ 4,100 · USD 1,200","Vasco Núñez de Balboa 640 Miraflores, Lima","Miraflores, Lima",17,70 m² tot.,,,Publicado desde ayer,"Us$1, 200 – Miraflores. Av. Vasco Núñez de Balboa 640. Edificio de estreno. 68. 9 m² • 2 habitaciones • 2. 5 baños • Balcón amplio. Estacionamiento N. º 16. Depa moderno full amoblado, con línea blanca y menaje. Te mudas con tus maletas y nada más. Mantenimiento aprox. S/350. (varía según tu consumo de agua — la luz es independiente) El edificio tiene: ️ Recepción y guardianía 24/7. ️ 2 ascensores. ️ Gym. ️ Zona parrilla. ️ Lounge. ️ Co–working con 2 salas de reuniones. Perfecto para quien quiere vivir en un edificio nuevo, con áreas comunes top y en plena zona premium de Miraflores.",urbania,Lima_alquiler_departamento_p3,2025-11-22 23:31:20.228289,Lima,alquiler,departamento,3,Publicado desde ayer
"S/ 4,000 · USD 1,200 S/ 300 Mantenimiento","LOS CIPRESES 230 El Remanso, La Molina","El Remanso, La Molina",12,145 m² tot.,,,Publicado hoy,"Departamento con 6 meses de uso en edificio moderno, frente a parque en zona cerrada con control de accesos. Ascensor, piso 2. Tiene sala-comedor que colinda con terraza, sala de estar, 3 dormitorios, principal con baño incorporado y aire acondicionado. 2 baños completos y 1/2 baños de visitas, cocina equipada con encimera, horno eléctrico y campana, lavandería con terma grande, cuarto de servicio con baño. 2 cocheras en sótano. Buenos acabados, mármol, granito. Queda con rollers. Mantenimiento S/300 en promedio que incluye el consumo de agua. Alquiler us$1, 200",urbania,Lima_alquiler_departamento_p3,2025-11-22 23:31:20.228289,Lima,alquiler,departamento,3,Publicado hoy
"S/ 3,060 · USD 900 S/ 450 Mantenimiento","Calle Berlin cuadra 7 - Quinto Piso Miraflores, Lima","Miraflores, Lima",19,100 m² tot.,,,Publicado hace 3 días,"Vive en Miraflores – Departamento en Alquiler a Metros del Malecón. Alquila un amplio y moderno departamento ubicado en Calle Berlín, cuadra 7 (Quinto Piso), a la altura de la cuadra 8 de la Avenida José Pardo, a pocos pasos del Malecón de Miraflores y a solo 5 minutos del Óvalo. Zona segura, turística y altamente demandada. Características del Departamento. Área total: 100 m² Vista interna, ideal para quienes buscan tranquilidad. 3 amplios dormitorios. Dormitorio principal con baño propio. Todos los dormitorios cuentan con closet empotrado. 2 baños completos. 1. 5 baño de visita. Cocina con reposteros altos y bajos. Cuarto y baño de servicio. Balcón. Cochera incluida. Condiciones. Alquiler: us$ 900. 00. Condiciones: 2x1. Ideal para quienes buscan vivir en una de las mejores zonas de Miraflores, cerca del Malecón, parques, comercios, restaurantes y toda la oferta turística del distrito.",urbania,Lima_alquiler_departamento_p3,2025-11-22 23:31:20.228289,Lima,alquiler,departamento,3,Publicado hace 3 días
"S/ 4,050 · USD 1,200 S/ 250 Mantenimiento","28 de Julio Miraflores, Lima","Miraflores, Lima",9,140 m² tot.,,,Publicado hace 6 días,"Inmejorable vista panorámica, bello y amplio departamento, zona turística, cerca al malecón y restaurante maido. Tres amplios dormitorios. Tres y medio baños. Un cuarto de servicio. Acceso directo y servicio de portería. Amplio departamento para un bienestar pleno en el corazón tranquilo de Miraflores.",urbania,Lima_alquiler_departamento_p3,2025-11-22 23:31:20.228289,Lima,alquiler,departamento,3,Publicado hace 6 días
"S/ 4,002 · USD 1,150 S/ 500 Mantenimiento","Calle OCEANO ATLANTICO 236 - 401 Neptuno, Santiago de Surco","Neptuno, Santiago de Surco",20,210 m² tot.,,,Publicado desde ayer,"Lindo dpto. 1er nivel: sala comedor con techo alto de madera, balcon con vista a parque. Cocina con comedor de diario. Baño de visita, 3 dormitorios, 2 baños completos. 2do nivel: sala de estar grande con salida a la terraza. Terraza tiene bbq àrea de servicio, patio. Bella vista al parque. Edificio chico de solo 8 dptos. Zona muy tranquila. 2 cocheras lineales en sotano. Deposito. Solo de alquila a personas con excelentes referencias financieras y que puedan demostrar solvencia. Piso 4, 2 pisos, 2 departamentos por piso. Se permiten mascotas, duplex, 20 años de antigüedad, frente a parque, en muy buen estado. Sin muebles, hall, 1 sala, living-comedor, comedor de diario, cocina cerrada, lavandería, estar familiar, 3 dormitorios, walk-in closet, 2. 5 baños, 1 baño incorporado, tina en el baño, 1 cuarto de servicio, 1 baño de servicio, 2 cocheras tipo en línea techadas, 1 depósito, pisos de madera en área privada, pisos de madera en área social, ascensor, terraza de 20. 00 m2, patio, parrilla.",urbania,Lima_alquiler_departamento_p3,2025-11-22 23:31:20.228289,Lima,alquiler,departamento,3,Publicado desde ayer
"S/ 2,149 S/ 165 Mantenimiento","AV AREQUIPA, SAN ISIDRO San Isidro, Lima","San Isidro, Lima",14,55 m² tot.,,,Publicado desde ayer,"Si buscas un dpto bonito, moderno, pet frendly Y que tenga 2 cuartos para cama queen, este es. este dpto mide 55M2, se ubica en piso 15 Y tiene una vista interna silenciosa pero con la luminosidad de una vista externa. Ubicado en la av arequipa 1441, en el conocido edificio butique S14 que tiene por tematica dedicar la vivencia A tipo hotel suite. La cocina es abierta Y tiene muebleria de sobra, ya viene con la cocina, Y la campana empotrada. En las 2 habitaciones ingresa cama queen, Y ambas tienen closset, miden igual pero la unica diferencia es que el dormitorio principal tiene su baño privado dentro de la habitación. Por ultimo A lado de la cocina Y de manera tapada Y cerrada encontrarás un area de lavandería. Como areas comunes el edificio ofrece: - 3 zonas de parrillas. - sala de coworking. - area de lavanderia con monedas. - sala de bar. - recepción. condiciones: Contrato mínimo 1 año. Se aceptan mascotas. 2 meses de garantía mas 1 de adelanto. Precio de renta: S/ 2, 150 fijos. mantenimiento A 190 soles mensuales aprox incluye el consumo de agua. Unico contacto: . 9. 3. 8. 5. 7. 5. 7. 9. 3.",urbania,Lima_alquiler_departamento_p3,2025-11-22 23:31:20.228289,Lima,alquiler,departamento,3,Publicado desde ayer
"S/ 3,707 · USD 1,100 S/ 300 Mantenimiento","Calle Bolivar 400 Miraflores, Lima","Miraflores, Lima",8,82 m² tot.,,,Publicado hace 3 días,"Lindo departamento ubicado en el corazón de Miraflores con acceso rápido a vías de transporte, zona comercial, a pocas cuadras del Malecón de Miraflroes. Mantenimiento 260 soles. Ubicado esquina con vista panorámica, y excelente iluminación. Una cochera techada y depósito. Cuenta con vigilancia las 24 horas. Ideal para pareja joven o ejecutivo. Amoblado y equipado con estilo y calidad. Cuenta con 3 estacionamientos para visita. Linda y amplia recepción. Listo para mudarse, mantenimiento anual recién realizado. Citas rápidas.",urbania,Lima_alquiler_departamento_p3,2025-11-22 23:31:20.228289,Lima,alquiler,departamento,3,Publicado hace 3 días
